"","Common.name","area_square_miles","Estimate","Lower","Upper","Scientific.name","Order","Family","X95..Lower.CI","Abundance.estimate","X95..Upper.CI","Range.adjusted","Training.species"
"6131","Sooty Chat",1353392.988,NA,NA,NA,"Myrmecocichla nigra","Passeriformes","Muscicapidae (Old World Flycatchers)",5958,703224,64380020,TRUE,FALSE
"6132","Sooty Flycatcher",1180819.131,NA,NA,NA,"Bradornis fuliginosus","Passeriformes","Muscicapidae (Old World Flycatchers)",9674,887763,87235049,TRUE,FALSE
"6133","Sooty Grouse",222869.5337,NA,NA,NA,"Dendragapus fuliginosus","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",1989,192833,17277047,FALSE,FALSE
"6134","Sooty Melidectes",27222.8073,NA,NA,NA,"Melidectes fuscus","Passeriformes","Meliphagidae (Honeyeaters)",491,40335,3990903,TRUE,FALSE
"6135","Sooty Owl",434552.0116,NA,NA,NA,"Tyto tenebricosa","Strigiformes","Tytonidae (Barn-Owls)",519,45134,3895335,TRUE,FALSE
"6136","Sooty Oystercatcher",313547.2817,NA,NA,NA,"Haematopus fuliginosus","Charadriiformes","Haematopodidae (Oystercatchers)",24785,2378492,230882083,TRUE,FALSE
"6137","Sooty Shearwater",81070796.2,NA,NA,NA,"Ardenna grisea","Procellariiformes","Procellariidae (Shearwaters and Petrels)",543193,40222361,3377230829,FALSE,FALSE
"6138","Sooty Swift",897706.5729,NA,NA,NA,"Cypseloides fumigatus","Caprimulgiformes","Apodidae (Swifts)",5018,464169,39749329,TRUE,FALSE
"6139","Sooty Tern",11.00766066,"X","X","X","Onychoprion fuscatus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",8514234,711704137,55431870239,TRUE,FALSE
"6140","Sooty Thicket-Fantail",229483.925,NA,NA,NA,"Rhipidura threnothorax","Passeriformes","Rhipiduridae (Fantails)",2291,210214,18957455,TRUE,FALSE
"6141","Sooty Tit",83684.50397,NA,NA,NA,"Aegithalos fuliginosus","Passeriformes","Aegithalidae (Long-tailed Tits)",5299,443052,35534740,TRUE,FALSE
"6142","Sooty Tyrannulet",1413733.779,NA,NA,NA,"Serpophaga nigricans","Passeriformes","Tyrannidae (Tyrant Flycatchers)",13778,1257515,131084265,FALSE,FALSE
"6143","Sooty-capped Babbler",149766.8032,NA,NA,NA,"Malacopteron affine","Passeriformes","Pellorneidae (Ground Babblers and Allies)",5272,482421,43557767,TRUE,FALSE
"6144","Sooty-capped Hermit",215385.5663,NA,NA,NA,"Phaethornis augusti","Caprimulgiformes","Trochilidae (Hummingbirds)",4075,361738,34863003,FALSE,FALSE
"6145","Sooty-crowned Flycatcher",38479.64063,NA,NA,NA,"Myiarchus phaeocephalus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",1516,142688,14554791,TRUE,FALSE
"6146","Sooty-fronted Spinetail",2218394.543,NA,NA,NA,"Synallaxis frontalis","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",33751,3389228,284996142,TRUE,FALSE
"6147","Sooty-headed Bulbul",1142756.502,NA,NA,NA,"Pycnonotus aurigaster","Passeriformes","Pycnonotidae (Bulbuls)",73475,6040895,647287449,TRUE,FALSE
"6148","Sooty-headed Tyrannulet",273217.4085,NA,NA,NA,"Phyllomyias griseiceps","Passeriformes","Tyrannidae (Tyrant Flycatchers)",8084,677731,66077199,TRUE,FALSE
"6149","Sooty-headed Wren",19721.51806,NA,NA,NA,"Pheugopedius spadix","Passeriformes","Troglodytidae (Wrens)",19,1741,148104,TRUE,FALSE
"6150","Sora",75869.56768,NA,NA,NA,"Porzana carolina","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",53720,4327692,398947408,TRUE,FALSE
"6151","Souimanga Sunbird",228190.5182,NA,NA,NA,"Cinnyris sovimanga","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",26451,2199723,197518549,TRUE,FALSE
"6152","South African Shelduck",629905.8348,NA,NA,NA,"Tadorna cana","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",10774,987024,93794742,TRUE,FALSE
"6153","South American Painted-Snipe",978358.4078,NA,NA,NA,"Nycticryphes semicollaris","Charadriiformes","Rostratulidae (Painted-Snipes)",3764,357005,31309468,FALSE,FALSE
"6154","South American Snipe",5925290.212,NA,NA,NA,"Gallinago paraguaiae","Charadriiformes","Scolopacidae (Sandpipers and Allies)",36086,3446659,326489628,TRUE,FALSE
"6155","South American Tern",531027.1576,NA,NA,NA,"Sterna hirundinacea","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",118900,9536595,742136562,TRUE,FALSE
"6156","South Georgia Diving-Petrel",3366518.38,NA,NA,NA,"Pelecanoides georgicus","Procellariiformes","Procellariidae (Shearwaters and Petrels)",3596,310768,27332245,FALSE,FALSE
"6157","South Georgia Pipit",234.8771903,NA,NA,NA,"Anthus antarcticus","Passeriformes","Motacillidae (Wagtails and Pipits)",12,1134,103933,TRUE,FALSE
"6158","South Island Takahe",258.9744082,NA,NA,NA,"Porphyrio hochstetteri","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",3,270,26074,TRUE,FALSE
"6159","South Island Wren",4307.901176,NA,NA,NA,"Xenicus gilviventris","Passeriformes","Acanthisittidae (New Zealand Wrens)",38,3184,294125,TRUE,FALSE
"6160","South Melanesian Cuckooshrike",9777.530781,NA,NA,NA,"Coracina caledonica","Passeriformes","Campephagidae (Cuckooshrikes)",3837,349691,33561845,TRUE,FALSE
"6161","South Moluccan Pitta",10519.55763,"X","X","X","Erythropitta rubrinucha","Passeriformes","Pittidae (Pittas)",66,6609,601061,TRUE,FALSE
"6162","Southern Anteater-Chat",803299.8936,NA,NA,NA,"Myrmecocichla formicivora","Passeriformes","Muscicapidae (Old World Flycatchers)",11031,1066993,96313954,TRUE,FALSE
"6163","Southern Antpipit",975573.4257,NA,NA,NA,"Corythopis delalandi","Passeriformes","Tyrannidae (Tyrant Flycatchers)",5502,508954,47382695,TRUE,FALSE
"6164","Southern Bald Ibis",79889.66282,NA,NA,NA,"Geronticus calvus","Pelecaniformes","Threskiornithidae (Ibises and Spoonbills)",2737,261299,23446924,FALSE,FALSE
"6165","Southern Black-Flycatcher",1575419.198,NA,NA,NA,"Melaenornis pammelaina","Passeriformes","Muscicapidae (Old World Flycatchers)",11163,984199,98032606,FALSE,FALSE
"6166","Southern Black-Tit",841949.5457,NA,NA,NA,"Melaniparus niger","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",7666,649993,57369835,TRUE,FALSE
"6167","Southern Boobook",104002.8302,NA,NA,NA,"Ninox novaeseelandiae","Strigiformes","Strigidae (Owls)",13694,1104328,96586656,TRUE,FALSE
"6168","Southern Boubou",278459.3796,NA,NA,NA,"Laniarius ferrugineus","Passeriformes","Malaconotidae (Bushshrikes and Allies)",9181,884437,83477177,TRUE,FALSE
"6169","Southern Brown Kiwi",3806.175254,"19900","","","Apteryx australis","Apterygiformes","Apterygidae (Kiwis)",7,729,68240,TRUE,FALSE
"6170","Southern Brown-throated Weaver",115692.489,NA,NA,NA,"Ploceus xanthopterus","Passeriformes","Ploceidae (Weavers and Allies)",7905,761286,66191294,TRUE,FALSE
"6171","Southern Caracara",3482283.825,NA,NA,NA,"Caracara plancus","Falconiformes","Falconidae (Falcons and Caracaras)",92547,7964178,698168423,TRUE,FALSE
"6172","Southern Carmine Bee-eater",279204.2916,NA,NA,NA,"Merops nubicoides","Coraciiformes","Meropidae (Bee-eaters)",68008,5634561,415149051,TRUE,FALSE
"6173","Southern Citril",62020.41563,NA,NA,NA,"Crithagra hyposticta","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",8346,773479,66806444,TRUE,FALSE
"6174","Southern Cordonbleu",1335962.935,NA,NA,NA,"Uraeginthus angolensis","Passeriformes","Estrildidae (Waxbills and Allies)",95545,7752031,582599974,TRUE,FALSE
"6175","Southern Double-collared Sunbird",191582.7221,NA,NA,NA,"Cinnyris chalybeus","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",26818,2419009,211929201,TRUE,FALSE
"6176","Southern Emerald-Toucanet",100338.6725,NA,NA,NA,"Aulacorhynchus albivitta","Piciformes","Ramphastidae (Toucans)",6490,648586,59859936,FALSE,FALSE
"6177","Southern Emuwren",265255.2865,NA,NA,NA,"Stipiturus malachurus","Passeriformes","Maluridae (Fairywrens)",8742,776186,69820339,TRUE,FALSE
"6178","Southern Fiscal",2787830.746,NA,NA,NA,"Lanius collaris","Passeriformes","Laniidae (Shrikes)",44149,4062088,332862978,TRUE,FALSE
"6179","Southern Fulmar",37594359.32,NA,NA,NA,"Fulmarus glacialoides","Procellariiformes","Procellariidae (Shearwaters and Petrels)",96163,8168701,713592249,FALSE,FALSE
"6180","Southern Giant-Petrel",38682451.73,NA,NA,NA,"Macronectes giganteus","Procellariiformes","Procellariidae (Shearwaters and Petrels)",77134,8324234,759594987,FALSE,FALSE
"6181","Southern Gray-headed Sparrow",1299275.071,NA,NA,NA,"Passer diffusus","Passeriformes","Passeridae (Old World Sparrows)",45190,3876367,317157929,TRUE,FALSE
"6182","Southern Grosbeak-Canary",49451.05578,"X","X","X","Crithagra buchanani","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",212,20270,1797507,FALSE,FALSE
"6183","Southern Ground-Hornbill",1879478.718,NA,NA,NA,"Bucorvus leadbeateri","Bucerotiformes","Bucorvidae (Ground-Hornbills)",14809,1247504,111281257,TRUE,FALSE
"6184","Southern Hill Myna",54505.59288,NA,NA,NA,"Gracula indica","Passeriformes","Sturnidae (Starlings)",8460,813413,73152643,FALSE,FALSE
"6185","Southern Hyliota",518527.673,NA,NA,NA,"Hyliota australis","Passeriformes","Hyliotidae (Hyliotas)",5363,507681,50876367,TRUE,FALSE
"6186","Southern Lapwing",5143306.676,NA,NA,NA,"Vanellus chilensis","Charadriiformes","Charadriidae (Plovers and Lapwings)",361831,29271056,2574648736,TRUE,FALSE
"6187","Southern Masked-Weaver",1366255.869,NA,NA,NA,"Ploceus velatus","Passeriformes","Ploceidae (Weavers and Allies)",79181,6987492,607059218,TRUE,FALSE
"6188","Southern Penduline-Tit",659148.0745,NA,NA,NA,"Anthoscopus minutus","Passeriformes","Remizidae (Penduline-Tits)",5070,441564,40698915,TRUE,FALSE
"6189","Southern Pied-Babbler",425312.8188,NA,NA,NA,"Turdoides bicolor","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",11529,969425,86080304,TRUE,FALSE
"6190","Southern Red Bishop",1146172.591,NA,NA,NA,"Euplectes orix","Passeriformes","Ploceidae (Weavers and Allies)",80700,7043552,591394417,TRUE,FALSE
"6191","Southern Rough-winged Swallow",4880245.971,NA,NA,NA,"Stelgidopteryx ruficollis","Passeriformes","Hirundinidae (Swallows)",175474,15837843,1459962673,TRUE,FALSE
"6192","Southern Screamer",1478194.747,NA,NA,NA,"Chauna torquata","Anseriformes","Anhimidae (Screamers)",21190,1903624,185534723,TRUE,FALSE
"6193","Southern Scrub-Flycatcher",2203291.933,NA,NA,NA,"Sublegatus modestus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",19445,1605688,157041768,TRUE,FALSE
"6194","Southern Scrub-Robin",354000.6538,NA,NA,NA,"Drymodes brunneopygia","Passeriformes","Petroicidae (Australasian Robins)",2331,235864,23346966,TRUE,FALSE
"6195","Southern Shrikebill",10560.94886,"X","X","X","Clytorhynchus pachycephaloides","Passeriformes","Monarchidae (Monarch Flycatchers)",955,92507,8527962,TRUE,FALSE
"6196","Southern Silvery-Kingfisher",37333.52304,"4250","1500","7000","Ceyx argentatus","Coraciiformes","Alcedinidae (Kingfishers)",747,62732,6292637,TRUE,TRUE
"6197","Southern Sooty-Woodpecker",41409.49155,"X","X","X","Mulleripicus fuliginosus","Piciformes","Picidae (Woodpeckers)",203,19103,1857588,TRUE,FALSE
"6198","Southern Tchagra",97174.09424,NA,NA,NA,"Tchagra tchagra","Passeriformes","Malaconotidae (Bushshrikes and Allies)",3506,291716,27137906,TRUE,FALSE
"6199","Southern White-faced Owl",3020349.155,NA,NA,NA,"Ptilopsis granti","Strigiformes","Strigidae (Owls)",3740,339194,29443951,TRUE,FALSE
"6200","Southern Whiteface",1444458.981,NA,NA,NA,"Aphelocephala leucopsis","Passeriformes","Acanthizidae (Thornbills and Allies)",36877,3302023,321846868,TRUE,FALSE
"6201","Southern Yellow-billed Hornbill",702748.7738,NA,NA,NA,"Tockus leucomelas","Bucerotiformes","Bucerotidae (Hornbills)",14827,1275757,124694558,TRUE,FALSE
"6202","Souza's Shrike",648611.337,NA,NA,NA,"Lanius souzae","Passeriformes","Laniidae (Shrikes)",2049,183123,15828049,TRUE,FALSE
"6203","Spangled Coquette",51947.48917,NA,NA,NA,"Lophornis stictolophus","Caprimulgiformes","Trochilidae (Hummingbirds)",436,37949,3252929,FALSE,FALSE
"6204","Spangled Cotinga",2453004.919,NA,NA,NA,"Cotinga cayana","Passeriformes","Cotingidae (Cotingas)",18313,1647271,142380183,TRUE,FALSE
"6205","Spangled Drongo",762749.1569,NA,NA,NA,"Dicrurus bracteatus","Passeriformes","Dicruridae (Drongos)",53767,4849547,400912687,TRUE,FALSE
"6206","Spanish Eagle",50664.77391,"970","","","Aquila adalberti","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",317,28719,2759117,FALSE,FALSE
"6207","Spanish Sparrow",942032.0548,NA,NA,NA,"Passer hispaniolensis","Passeriformes","Passeridae (Old World Sparrows)",533504,45058363,3625500939,TRUE,FALSE
"6208","Sparkling Violetear",355366.8325,NA,NA,NA,"Colibri coruscans","Caprimulgiformes","Trochilidae (Hummingbirds)",41745,3804525,375162627,FALSE,FALSE
"6209","Sparkling-tailed Hummingbird",115517.9709,NA,NA,NA,"Tilmatura dupontii","Caprimulgiformes","Trochilidae (Hummingbirds)",2186,195536,19211892,FALSE,FALSE
"6210","Speckle-breasted Antpitta",190728.5696,NA,NA,NA,"Hylopezus nattereri","Passeriformes","Grallariidae (Antpittas)",890,81250,7347147,FALSE,FALSE
"6211","Speckle-breasted Wren",6027.642164,"X","X","X","Pheugopedius sclateri","Passeriformes","Troglodytidae (Wrens)",33,3165,287137,TRUE,FALSE
"6212","Speckle-faced Parrot",58095.57955,"X","X","X","Pionus tumultuosus","Psittaciformes","Psittacidae (New World and African Parrots)",4430,370709,32979513,FALSE,FALSE
"6213","Speckle-fronted Weaver",1160440.712,NA,NA,NA,"Sporopipes frontalis","Passeriformes","Ploceidae (Weavers and Allies)",23914,2299648,213078059,TRUE,FALSE
"6214","Speckled Boobook",58765.98883,"X","X","X","Ninox punctulata","Strigiformes","Strigidae (Owls)",2813,252699,22112106,TRUE,FALSE
"6215","Speckled Chachalaca",1273482.356,NA,NA,NA,"Ortalis guttata","Galliformes","Cracidae (Guans, Chachalacas, and Curassows)",18416,1776899,163786863,TRUE,FALSE
"6216","Speckled Hummingbird",239466.9144,NA,NA,NA,"Adelomyia melanogenys","Caprimulgiformes","Trochilidae (Hummingbirds)",15189,1252703,124527712,FALSE,FALSE
"6217","Speckled Mousebird",3110866.807,NA,NA,NA,"Colius striatus","Coliiformes","Coliidae (Mousebirds)",120119,10163858,861029463,TRUE,FALSE
"6218","Speckled Piculet",1749662.832,NA,NA,NA,"Picumnus innominatus","Piciformes","Picidae (Woodpeckers)",28042,2565686,235407056,TRUE,FALSE
"6219","Speckled Pigeon",4076368.787,NA,NA,NA,"Columba guinea","Columbiformes","Columbidae (Pigeons and Doves)",152116,14388820,1287819871,TRUE,FALSE
"6220","Speckled Rail",614931.7841,NA,NA,NA,"Coturnicops notatus","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",126,12237,1078905,FALSE,FALSE
"6221","Speckled Tinkerbird",1525898.81,NA,NA,NA,"Pogoniulus scolopaceus","Piciformes","Lybiidae (African Barbets)",13095,1444882,125779109,TRUE,FALSE
"6222","Speckled Warbler",490013.3185,NA,NA,NA,"Pyrrholaemus sagittatus","Passeriformes","Acanthizidae (Thornbills and Allies)",3971,363407,33672610,FALSE,FALSE
"6223","Speckled Wood-Pigeon",775283.3708,NA,NA,NA,"Columba hodgsonii","Columbiformes","Columbidae (Pigeons and Doves)",7858,731978,69606590,TRUE,FALSE
"6224","Spectacled Barwing",22438.63712,NA,NA,NA,"Actinodura ramsayi","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",138,12796,1242125,TRUE,FALSE
"6225","Spectacled Finch",85312.63179,NA,NA,NA,"Callacanthis burtoni","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",844,72407,7209401,TRUE,FALSE
"6226","Spectacled Fulvetta",213312.277,NA,NA,NA,"Fulvetta ruficapilla","Passeriformes","Paradoxornithidae (Parrotbills, Wrentit, and Allies)",3915,354529,31928140,TRUE,FALSE
"6227","Spectacled Guillemot",536841.1973,NA,NA,NA,"Cepphus carbo","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",6530,537427,51037252,FALSE,FALSE
"6228","Spectacled Imperial-Pigeon",13361.21672,"X","X","X","Ducula perspicillata","Columbiformes","Columbidae (Pigeons and Doves)",134,12021,1142867,TRUE,FALSE
"6229","Spectacled Longbill",215224.6167,NA,NA,NA,"Oedistoma iliolophus","Passeriformes","Melanocharitidae (Berrypeckers and Longbills)",1708,141647,12836804,TRUE,FALSE
"6230","Spectacled Monarch",87422.65814,NA,NA,NA,"Symposiachrus trivirgatus","Passeriformes","Monarchidae (Monarch Flycatchers)",10683,980854,93704036,TRUE,FALSE
"6231","Spectacled Owl",4895560.994,NA,NA,NA,"Pulsatrix perspicillata","Strigiformes","Strigidae (Owls)",10985,905324,82111939,TRUE,FALSE
"6232","Spectacled Parrotbill",106912.7122,NA,NA,NA,"Sinosuthora conspicillata","Passeriformes","Paradoxornithidae (Parrotbills, Wrentit, and Allies)",1046,89332,7705435,FALSE,FALSE
"6233","Spectacled Parrotlet",124084.474,NA,NA,NA,"Forpus conspicillatus","Psittaciformes","Psittacidae (New World and African Parrots)",14799,1349326,132447699,FALSE,FALSE
"6234","Spectacled Petrel",4641211.671,NA,NA,NA,"Procellaria conspicillata","Procellariiformes","Procellariidae (Shearwaters and Petrels)",12,1080,103362,FALSE,FALSE
"6235","Spectacled Prickletail",7976.497246,"X","X","X","Siptornis striaticollis","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",2,185,18326,TRUE,FALSE
"6236","Spectacled Redstart",71733.9979,NA,NA,NA,"Myioborus melanocephalus","Passeriformes","Parulidae (New World Warblers)",9776,838530,76475524,FALSE,FALSE
"6237","Spectacled Spiderhunter",450567.6246,NA,NA,NA,"Arachnothera flavigaster","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",2875,263531,23975344,TRUE,FALSE
"6238","Spectacled Tetraka",81109.46555,NA,NA,NA,"Xanthomixis zosterops","Passeriformes","Bernieridae (Malagasy Warblers)",6242,629294,54881108,TRUE,FALSE
"6239","Spectacled Thrush",600065.4974,NA,NA,NA,"Turdus nudigenis","Passeriformes","Turdidae (Thrushes and Allies)",28697,2223226,211576950,TRUE,FALSE
"6240","Spectacled Tyrannulet",9301.480488,NA,NA,NA,"Zimmerius improbus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",21,1845,166478,TRUE,FALSE
"6241","Spectacled Tyrant",1035910.773,NA,NA,NA,"Hymenops perspicillatus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",43178,4024228,389999137,TRUE,FALSE
"6242","Spectacled Warbler",340437.0223,NA,NA,NA,"Sylvia conspicillata","Passeriformes","Sylviidae (Sylviid Warblers)",63986,5995782,503637035,TRUE,FALSE
"6243","Spectacled Weaver",1157825.183,NA,NA,NA,"Ploceus ocularis","Passeriformes","Ploceidae (Weavers and Allies)",26044,2425996,228664273,TRUE,FALSE
"6244","Speke's Weaver",142544.0144,NA,NA,NA,"Ploceus spekei","Passeriformes","Ploceidae (Weavers and Allies)",6534,621591,58441054,TRUE,FALSE
"6245","Spice Imperial-Pigeon",2913.487075,"X","X","X","Ducula myristicivora","Columbiformes","Columbidae (Pigeons and Doves)",72,6806,638843,TRUE,FALSE
"6246","Spike-heeled Lark",831501.4229,NA,NA,NA,"Chersomanes albofasciata","Passeriformes","Alaudidae (Larks)",6662,535300,51598160,TRUE,FALSE
"6247","Spillmann's Tapaculo",33036.37499,"X","X","X","Scytalopus spillmanni","Passeriformes","Rhinocryptidae (Tapaculos)",1355,119512,10214669,FALSE,FALSE
"6248","Spinifex Pigeon",532818.2632,NA,NA,NA,"Geophaps plumifera","Columbiformes","Columbidae (Pigeons and Doves)",21774,2008636,182420942,TRUE,FALSE
"6249","Spiny-cheeked Honeyeater",2307554.129,NA,NA,NA,"Acanthagenys rufogularis","Passeriformes","Meliphagidae (Honeyeaters)",77706,7228371,633701007,TRUE,FALSE
"6250","Spix's Guan",1933337.1,NA,NA,NA,"Penelope jacquacu","Galliformes","Cracidae (Guans, Chachalacas, and Curassows)",10798,966440,84604939,TRUE,FALSE
"6251","Spix's Spinetail",518836.8159,NA,NA,NA,"Synallaxis spixi","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",10184,1005844,92603665,FALSE,FALSE
"6252","Spix's Warbling-Antbird",437823.5887,NA,NA,NA,"Hypocnemis striata","Passeriformes","Thamnophilidae (Typical Antbirds)",15017,1376482,134741320,TRUE,FALSE
"6253","Spix's Woodcreeper",383569.293,NA,NA,NA,"Xiphorhynchus spixii","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",4541,398980,37316968,TRUE,FALSE
"6254","Splendid Fairywren",1046415.778,NA,NA,NA,"Malurus splendens","Passeriformes","Maluridae (Fairywrens)",44152,4112367,323653061,TRUE,FALSE
"6255","Splendid Starling",1434967.91,NA,NA,NA,"Lamprotornis splendidus","Passeriformes","Sturnidae (Starlings)",38576,3607944,290034638,TRUE,FALSE
"6256","Splendid Sunbird",665550.4824,NA,NA,NA,"Cinnyris coccinigastrus","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",23168,1993111,199907081,TRUE,FALSE
"6257","Spot-backed Antbird",2258194.551,NA,NA,NA,"Hylophylax naevius","Passeriformes","Thamnophilidae (Typical Antbirds)",13149,1221271,107560974,TRUE,FALSE
"6258","Spot-backed Antshrike",320442.2593,NA,NA,NA,"Hypoedaleus guttatus","Passeriformes","Thamnophilidae (Typical Antbirds)",7784,727699,63909174,FALSE,FALSE
"6259","Spot-backed Antwren",350392.4354,NA,NA,NA,"Herpsilochmus dorsimaculatus","Passeriformes","Thamnophilidae (Typical Antbirds)",5434,520680,46382507,FALSE,FALSE
"6260","Spot-backed Puffbird",1406925.739,NA,NA,NA,"Nystalus maculatus","Galbuliformes","Bucconidae (Puffbirds)",26195,2232967,200526381,TRUE,FALSE
"6261","Spot-bellied Eagle-Owl",920525.312,NA,NA,NA,"Bubo nipalensis","Strigiformes","Strigidae (Owls)",762,66327,6437858,TRUE,FALSE
